MSA,State,Lat,Long,NumAirline,GDP,Tech_Hub,AvgStateTax,AvgPropTaxPerCap,LandArea,PopDensity,Age2534,MedianIncome,PercentBach,PovertyRate,HealthCareIndex,CrimeIndex,PurchasingPower,CPIIndex,PollutionIndex,TrafficIndex,QualityofLifeIndex,RentIndex,PropPricetoIncomeRatio,CO2Index,NumTechConf,TotEnrollment,AvgSchoolRep,AvgTuition,Electricity,NatGas,CorpTaxMin,CorpTaxMax,CostLivingComposit,WCIndex,TaxableWageBase,SingEmpCost,FamilyEmpCost,GDP5Year,Poplutation,MaleFemaleRatio,Under5,Bet5and9,Bet10and14,Bet15and19,Bet20and24,Bet25and34,Bet35and44,Bet45and54,Bet55and59,Bet60and64,Bet65and74,Bet75and84,AtorOver85,MedianAge,Labor,LaborForceAnnGrowth,GDPperCap,CBRE_TechScore,CBRE_Tech_Talent,CBRE_change_12_17,CBRE_Volume_12_17,CBRE_Concentration_17,CBRE_17_Tech_Degrees,CBRE_Growth_12_17,CBRE_Brain,CBRE_AvgRent_75K,CBRE_AskingRentPerSF,CBRE_Vacancy_Rate,CBRE_Avg_monthly_Apartment_Rent,CBRE_Costofliving,CBRE_AvgAnn_TechWage,CBRE_Rent_to_Tech_WageRatio,CBRE_MILLENNIAL_Pop,CBRE_WageRelativetoUSAvg,CBRE_TalentWage_5Yr_Growth,CBRE_Office_Vacancy_Rate_13,CBRE_Apartment_Rent,RevPerCap0,RevPerCap11,RevPerCap21,RevPerCap22,RevPerCap23,RevPerCap31_33,RevPerCap42,RevPerCap44_45,RevPerCap48_49,RevPerCap51,RevPerCap52,RevPerCap53,RevPerCap54,RevPerCap56,RevPerCap61,RevPerCap62,RevPerCap71,RevPerCap72,RevPerCap81,RevPerCap55,RevPerCap99,PerofRev0,PerofRev11,PerofRev21,PerofRev22,PerofRev23,PerofRev31_33,PerofRev42,PerofRev44_45,PerofRev48_49,PerofRev51,PerofRev52,PerofRev53,PerofRev54,PerofRev56,PerofRev61,PerofRev62,PerofRev71,PerofRev72,PerofRev81,PerofRev55,PerofRev99,Patents,VCInvPer,VCFirms,Amazon,TopGrad,numairport,asai,densityscore,landusescore,activityscore,streetscore
"Los Angeles Long Beach Anaheim, CA",CA,34.0522342,-118.2436849,510,904899,0,0.0725,1451,5377,2483.523712,0.205,69351,0.262,0.164,,,,,,,,,,,8,81913,2.95,46201.25,16.14,8.77,0.0884,0.0884,91.4,3.24,7000,4490,12629,1.049318427,13261538,97.2,820863,812323,833663,880491,980189,2042515,1818510,1837694,836919,706942,951384,504384,235661,36.4,6819994,0.0035,0.068234846,46.51,133400,0.11,34730,0.03,38359,0.11,-25119,2847750,37.97,0.15,2264,126,101491,0.268,0.035,1.07,0.14,0.174,2264,122.919654,0.012716775,0.068127241,1.068152955,3.597606854,16.27492068,35.04600198,13.15946175,3.308599274,9.297492418,12.63872222,4.134535074,7.582517654,2.70512191,1.057003871,6.501841415,1.956636176,2.595261575,1.191505012,0.718755472,0.004673666,1,0.000103456,0.000554242,0.008689847,0.029267955,0.132402916,0.285113087,0.107057426,0.026916764,0.075638778,0.102821004,0.033636078,0.06168678,0.022007237,0.008599145,0.052895051,0.015918009,0.021113479,0.009693365,0.00584736,3.80E-05,6476,0.0794,16,1,1,6,576.01,187.39,160.18,115.66,154.4
"Louisville/Jefferson County, KY IN",KY,38.2526647,-85.7584557,40,65700,0,0.06,781,3957,327.003538,0.189,53298,0.216,0.153,,,,,,,,,,,1,15827,2.3,15019.5,8.44,9.2,0.04,0.06,91.4,1.52,10200,4042,11941,1.042633293,1278203,95.4,78858,79704,83652,79989,79776,173196,164516,177509,91559,80547,111638,53082,24177,38.8,662709,-0.0133,0.051400286,,,,,,,,,,,,,,,,,,,,,120.8178474,0.020614097,0,2.018917965,4.46017886,28.92616666,22.76465554,13.81153307,4.930320145,2.737009693,20.86893944,3.336636669,3.316689133,1.909762377,0.495882892,6.247736862,0.537442018,2.278913443,1.251633739,0.904814806,,1,0.000170621,0,0.016710428,0.036916556,0.239419649,0.188421297,0.114316993,0.040807879,0.022654018,0.172730601,0.027617084,0.02745198,0.015806956,0.004104384,0.051712036,0.004448366,0.018862391,0.010359676,0.007489082,,300,0,0,1,1,1,79.34,98.44,89.48,93.12,102.87
"Lubbock, TX",TX,33.5778631,-101.8551665,10,12038,0,0.0625,1731,1691,187.4529864,0.228,47925,0.238,0.21,76.11,44.85,126.72,63.54,30.1,89.73,197,24.07,2.04,4078.67,0,29963,2.6,13831,8.55,,,,91.7,1.45,9000,4251,11869,1.041642545,309722,97.6,21105,20713,21341,25665,38462,44933,34850,33206,17463,14772,20724,12018,4470,30.9,165169,0.005,0.038867113,,,,,,,,,,,,,,,,,,,,,73.5554239,0.056424794,0.310481658,0,3.281494372,5.349639354,18.33739935,16.45838203,1.612959364,3.557619414,7.063757176,1.039241643,2.195607674,1.349280968,0.286676439,9.098588412,0.198797631,2.129738927,1.229334694,0,,1,0.000767106,0.004221057,0,0.044612541,0.072729366,0.249300437,0.223754839,0.02192849,0.048366514,0.096033124,0.014128688,0.029849705,0.018343732,0.003897421,0.123697043,0.002702692,0.028954206,0.016713039,0,,25,0,0,0,1,1,29.02,97.23,116.7,87.56,90.44
"Lynchburg, VA",VA,37.4137536,-79.1422464,2,8547,0,0.053,1520,2025,129.014321,0.195,48432,0.196,0.156,,,,,,,,,,,0,0,0,0,9.28,,0.06,0.06,89.4,1.24,8000,4164,12088,1.025700923,258995,92.9,13884,13725,15095,19737,24253,29555,27493,34132,18391,16866,26232,14074,5558,39.8,123765,0.0037,0.033000637,,,,,,,,,,,,,,,,,,,,,74.86763837,0.191142686,0,0,2.74418039,26.79562926,4.941369525,15.89156547,1.519152879,0.639244001,6.495677523,0.969258094,4.665032143,0.627876986,2.077198402,4.972076681,0.2406726,1.397934323,0.699627406,0,,1,0.002553075,0,0,0.036653759,0.357906698,0.066001408,0.212262144,0.020291182,0.008538322,0.086762153,0.012946289,0.062310395,0.008386494,0.027744944,0.06641156,0.003214641,0.018672077,0.009344857,,,46,0,0,0,0,1,7.81,81.51,57.07,76.38,77.42
"Macon Bibb County, GA",GA,32.8406946,-83.6324022,2,"9,811",0,0.04,1125,1676,136.5835322,0.201,44538,0.197,0.226,58.33,69.49,,,46.21,135.37,,34.81,,7536.67,0,0,0,0,9.75,8.76,0.06,0.06,89.4,1.8,9500,4155,12746,1.035050934,229966,91.8,14838,15131,15772,15558,15835,29082,27430,30313,15894,14976,20793,10046,4298,38.1,105430,0.0037,0.042662828,,,,,,,,,,,,,,,,,,,,,65.14057295,0,0,0,1.861475175,7.621230965,11.8115591,12.03007401,1.942056652,2.070014698,13.86201873,1.297978832,1.87540332,1.474130958,1.034413783,5.457763322,0,1.750689232,0.811606933,0.240157241,,1,0,0,0,0.028576279,0.116996683,0.181324151,0.184678664,0.029813319,0.031777656,0.212801609,0.019925812,0.028790096,0.022629997,0.015879716,0.083784392,0,0.026875558,0.012459315,0.003686754,,16,0,0,0,0,1,3.71,84.72,71.9,86.32,74.47
"Madera, CA",CA,36.9613356,-120.0607176,0,4956,0,0.0725,1451,2064,76.0125969,0.215,50590,0.125,0.217,,,,,,,,,,,0,0,0,0,16.14,8.77,0.0884,0.0884,89.4,3.24,7000,4490,12629,1.038731942,154440,93.4,11695,12326,11675,11482,11166,21251,19412,18171,8870,8201,12192,5856,2143,33.7,61250,-0.0151,0.032090132,,,,,,,,,,,,,,,,,,,,,34.9967625,0.744282569,0,0,2.426534577,10.6022274,4.340449365,6.345091945,0.555937581,0.697299922,0.625226625,0.516116291,0.407381507,0.452272727,0.176139601,5.56537814,0.052337477,1.157556333,0.332530433,0,,1,0.021267183,0,0,0.069335973,0.302948806,0.124024311,0.181305112,0.0158854,0.019924698,0.01786527,0.014747544,0.011640548,0.012923273,0.005033026,0.159025514,0.001495495,0.033076098,0.009501748,,,13,0,0,0,0,,,,,,
"Madison, WI",WI,43.0730517,-89.4012302,17,43597,0,0.05,1616,2613,250.3750478,0.195,63523,0.381,0.119,79.14,27.59,133.51,63.87,20.78,108.35,203.28,36.63,3.25,4804.75,1,31710,3.9,16595.25,11.05,,0.079,0.079,107.6,2.06,14000,4510,13660,1.050959133,640072,99.2,37177,38158,38241,41768,61261,94620,81832,83130,41855,38037,49910,23130,10953,35.9,392931,0.0003,0.06811265,37.66,23740,0.395,6720,0.061,7120,0.067,-400,1527000,20.36,0.061,1134,101,79939,0.17,0.121,0.86,0.13,0.11,1134,112.4026844,0.335887213,0.103022785,0,5.003940182,20.06283043,17.76898849,18.53716457,1.595145546,6.317493969,20.94820583,2.371069192,5.926505143,1.74944225,0.395888275,6.693689147,0.57157476,1.966653751,0.990513567,1.064669287,,1,0.002988249,0.000916551,0,0.044517978,0.17849067,0.158083311,0.164917454,0.014191347,0.05620412,0.186367487,0.021094418,0.052725655,0.015564061,0.003522054,0.059550972,0.005085063,0.017496502,0.008812188,0.00947192,,455,0,1,1,1,1,49.89,101,115.83,168.11,94.85
"Manchester Nashua, NH",NH,42.9956397,-71.4547891,20,25103,0,0,3054,823,497.8092345,0.19,73406,0.303,0.076,79.63,41.49,117.3,77.55,14.69,96.15,196.39,33.09,2.97,3298.4,0,19472,2.7,13599.25,16.16,11.71,0.082,0.082,,1.96,14000,4834,13918,1.046471698,406371,98.6,21800,24133,24624,26069,26239,52187,50899,64277,31580,26043,34289,16595,7636,40.5,118572,0.0042,0.061773601,,,,,,,,,,,,,,,,,,,,,101.247717,0.050416983,0,1.214195895,4.657020309,18.50605973,18.61188914,19.3207783,1.063675804,6.151696356,7.460542214,2.283915437,4.939656127,4.077665483,1.179616656,7.396066648,0.609393879,2.008561142,1.016935264,0.699631617,,1,0.000497957,0,0.011992329,0.045996299,0.18278002,0.183825272,0.190826805,0.010505677,0.060758865,0.073686029,0.022557698,0.048787827,0.040274147,0.011650798,0.073049219,0.006018841,0.019838088,0.010044032,0.006910098,,376,0,0,1,1,,,95.1,104.38,114.15,89.28
"Manhattan, KS",KS,39.1836082,-96.5716694,4,3308,0,0.065,1440,1779,55.13209668,0.236,47311,0.319,0.165,,,,,,,,,,,0,0,0,0,10.58,,0.04,0.07,91.2,1.41,14000,4351,12115,1.035075005,98884,111.2,6394,5894,4490,9105,20679,16902,9478,8196,4722,3669,5195,2804,1356,26.4,49249,0.0101,0.033453339,,,,,,,,,,,,,,,,,,,,,35.8383965,0,0.349004895,0,2.491171474,4.603403989,2.495135715,11.35798511,0.526637272,0.95133692,2.324187937,1.873821852,1.552637434,0.713988107,0.327949921,3.899195016,0.152158084,1.397951135,0.821831641,0,,1,0,0.009738295,0,0.069511243,0.128448938,0.069621857,0.316922246,0.014694778,0.026545187,0.064851895,0.052285315,0.043323295,0.019922435,0.009150798,0.108799372,0.004245672,0.039007078,0.022931596,,,39,0,0,0,1,1,14.42,,,,
"Mankato North Mankato, MN",MN,44.1635775,-93.9993996,0,4714,0,0.0688,1534,1148,87.92595819,0.222,52499,0.287,0.143,,,,,,,,,,,0,0,0,0,10.53,6.82,0.098,0.098,93.7,1.91,32000,4042,12742,1.033002661,99244,100.7,5603,5793,5747,8692,13531,13388,10974,10573,5897,5662,7311,3947,2126,32.6,63942,0.0251,0.047499093,,,,,,,,,,,,,,,,,,,,,119.9288118,0,0,0,0,58.27741727,21.8262968,14.43680222,1.347194793,5.41315344,2.03449075,1.689905687,1.532556124,0.741888678,1.072044658,8.990780299,0.325782919,1.297267341,0.943230825,0,,1,0,0,0,0,0.485933417,0.181993772,0.120378098,0.011233287,0.045136388,0.016964153,0.014090907,0.012778882,0.006186075,0.008939008,0.074967643,0.002716469,0.010816978,0.007864923,,,41,0,0,0,0,,,,,,
"Mansfield, OH",OH,40.75839,-82.5154471,0,3914,0,0.0575,1271,448,269.171875,0.19,43572,0.128,0.147,75,40.44,,,33.62,130.77,,14.78,2.2,1596,0,0,0,0,9.71,6.19,,,93.7,1.45,9500,4626,13554,1.022739778,121533,103.1,7021,6860,8011,7330,7552,14730,14470,16042,8843,8154,12240,7182,3098,41.4,52986,0.0099,0.032205245,,,,,,,,,,,,,,,,,,,,,63.16462195,0,0,0,0,24.04775658,8.953708046,13.6825389,2.487201007,2.023294085,1.856302403,0.460327648,0.922959196,0.831519011,0.154410736,4.911554886,0.198950079,1.555511672,1.078587709,0,,1,0,0,0,0,0.380715594,0.141751945,0.216617126,0.039376488,0.032032078,0.029388324,0.007287745,0.014611964,0.013164315,0.002444576,0.077758003,0.003149707,0.024626312,0.01707582,,,12,0,0,0,0,,,,,,
"McAllen Edinburg Mission, TX",TX,26.2034071,-98.2300124,6,17652,0,0.0625,1731,1547,556.3419522,0.22,36911,0.139,0.334,40.28,62.87,,,16.3,,,21.2,1.92,,0,0,0,0,8.55,,,,,1.45,9000,4251,11869,1.039332432,839539,95.6,80396,75938,79712,72715,65683,111125,109024,89278,36132,31969,49032,28320,10215,28.9,340899,-0.0007,0.021025825,,,,,,,,,,,,,,,,,,,,,35.99069728,0.056809749,0.611941792,0.473034606,1.635409433,1.852733464,6.725209907,11.30121888,1.616646755,0.950122627,1.365961557,0.745712826,0.725458853,0.951587717,0.225196209,4.937921883,0,1.260199943,0.555531071,0,0,1,0.001578456,0.017002777,0.013143246,0.045439782,0.051478121,0.186859673,0.314003888,0.044918462,0.026399117,0.037953184,0.020719599,0.020156844,0.026439824,0.006257067,0.13719995,0,0.035014602,0.015435407,,0,14,0,0,0,0,,,94.43,76.78,90.99,104.6
"Medford, OR",OR,42.3265152,-122.8755949,9,7412,0,0,1404,2698,80.60748703,0.189,48553,0.21,0.157,91.67,58.4,104.61,69.73,22.2,146.25,181.9,27.78,3.71,4655,0,0,0,0,8.98,8.88,0.066,0.076,,1.28,39300,4645,12927,1.056362315,212070,95.2,12033,12412,12359,12261,12217,25953,24297,25886,14539,16607,25507,11943,6056,43,106300,0.0013,0.034950724,,,,,,,,,,,,,,,,,,,,,52.03341821,0.718460886,0,0,2.586891121,8.584990805,4.334333003,14.62941482,2.560909134,1.554048192,2.289762814,1.767920969,1.661541001,1.254896968,0.220474372,6.859650116,0.490889801,1.471132173,0.711901731,0.336200311,,1,0.013807682,0,0,0.049715956,0.164989945,0.083299025,0.281154214,0.049216623,0.029866348,0.04400562,0.033976645,0.03193219,0.024117135,0.004237169,0.131831626,0.009434126,0.028272834,0.013681625,0.006461238,,51,0,0,0,0,1,16.32,89.67,115.31,128.06,80.42
"Memphis, TN MS AR",AR,35.1495343,-90.0489801,58,62059,0,0.065,699,4457,302.5039264,0.203,53118,0.229,0.192,,,,,,,,,,,0,17176,2.1,12629,8.18,,0.01,0.065,83.3,1.06,10000,3580,10012,1.021541874,1344058,92.1,92619,92967,96107,94246,93130,185990,172907,178993,88331,78792,103402,47752,18822,35.9,642577,0.0083,0.046172859,,,,,,,,,,,,,,,,,,,,,127.4119108,0.064596915,0.004978952,0.212219264,3.794709008,19.53573209,49.52269545,19.30483506,7.545614847,1.741351936,5.89119294,1.789687647,2.47601666,2.419201404,0.59035622,6.790148193,0.496823798,2.468060902,1.078469084,1.685220429,,1,0.000506993,3.91E-05,0.001665616,0.029783001,0.153327361,0.388681836,0.151515152,0.059222209,0.013667105,0.04623738,0.014046471,0.019433165,0.018987247,0.004633446,0.053292884,0.003899351,0.019370724,0.008464429,0.013226553,,326,0,1,1,1,2,118.2,96.6,77.76,94.23,90.62
"Merced, CA",CA,37.3021632,-120.4829677,1,7590,0,0.0725,1451,1879,145.1160192,0.228,47656,0.124,0.231,,,,,,,,,,,0,6815,2.1,20601.5,16.14,8.77,0.0884,0.0884,83.3,3.24,7000,4490,12629,1.044343846,267390,102,21348,22331,22773,23056,21320,38168,32665,31007,14339,11772,16528,8704,3379,30.8,120179,-0.0044,0.028385504,,,,,,,,,,,,,,,,,,,,,43.97234751,0.567590411,0,0,0.663831856,17.12342272,7.644900707,9.022857998,1.61579341,2.15726093,0.701200494,0.608582969,0,0,0.026122892,2.7119264,0.069292045,0.633557725,0.426006956,0,,1,0.012907894,0,0,0.015096575,0.389413431,0.173857007,0.205193912,0.036745671,0.04905949,0.015946397,0.013840129,0,0,0.000594075,0.061673451,0.00157581,0.014408094,0.009688065,,,8,0,0,0,1,,,93.9,114.76,96.48,66.25
"Miami Fort Lauderdale West Palm Beach, FL",FL,25.7890972,-80.2040435,598,296486,0,0.06,1232,6187,995.445935,0.18,58375,0.238,0.169,63.67,52.81,86.07,80.84,38.19,216.22,150.64,56.32,5.99,10399.08,0,45813,2.1,9657.5,10.65,,0.055,0.087,83.3,1.66,7000,3975,11692,1.053289375,6019790,94.4,339840,337885,344086,352091,375266,807942,801891,876434,398947,347618,543771,332703,161316,40.7,3138415,0.0004,0.049251884,21.95,23070,0.215,4080,0.02,6025,0.258,-1945,2793750,37.25,0.107,1648,113,79539,0.249,0.04,0.84,0.05,0.176,1648,90.11580869,0.036921886,0.038671449,0,3.292218499,2.905226428,25.89335143,14.97238973,4.88847385,4.221860065,7.216297246,2.979956942,5.059773514,6.236403429,1.053682604,5.95292261,0.88669422,2.72871047,1.211892441,0.540361873,0,1,0.000409716,0.000429131,0,0.036533196,0.03223881,0.287334174,0.166146095,0.054246574,0.046849272,0.080078039,0.033068082,0.056147457,0.069204322,0.011692539,0.066058583,0.009839497,0.030280042,0.013448167,0.005996305,0,1018.303572,0.014384109,1,1,1,,,,,,
"Fort Lauderdale, FL",FL,25.7890972,-80.2040435,598,296486,0,0.06,1232,34.77,5178.947368,0.33,"52,315",0.349,0.193,63.67,49.98,110.88,80.84,38.19,31.2,174.45,51.63,4.57,10128.68,0,45813,2.1,9657.5,10.65,,0.055,0.087,83.3,1.66,7000,3975,11692,1.053289375,"180,072",110,"8,641","8,868","8,748","8,557","8,578","28,111","22,724","26,393","13,674","12,758","17,620","8,107","3,816",42.2,3138415,0.0004,0.049251884,30.57,23700,0.258,4860,0.029,4641,0.128,219,2470500,32.94,0.113,1581,111,81108,0.234,0.012,0.86,0.11,0.187,1581,90.11580869,0.036921886,0.038671449,0,3.292218499,2.905226428,25.89335143,14.97238973,4.88847385,4.221860065,7.216297246,2.979956942,5.059773514,6.236403429,1.053682604,5.95292261,0.88669422,2.72871047,1.211892441,0.540361873,0,1,0.000409716,0.000429131,0,0.036533196,0.03223881,0.287334174,0.166146095,0.054246574,0.046849272,0.080078039,0.033068082,0.056147457,0.069204322,0.011692539,0.066058583,0.009839497,0.030280042,0.013448167,0.005996305,0,319.6964284,0.004515891,0,0,0,,,140.93,136.53,61.79,153.66
"Michigan City La Porte, IN",IN,41.7075394,-86.8950297,0,3443,0,0.07,975,553,198.9674503,0.192,48719,0.145,0.162,,,,,,,,,,,0,0,0,0,9.61,7.56,0.06,0.06,83.3,1.05,9500,4965,13821,1.009361227,110839,106.7,6601,6393,6871,6756,7015,14397,13814,15273,8006,7632,10734,5252,2095,40.2,47412,0.0025,0.031063073,,,,,,,,,,,,,,,,,,,,,68.34246971,0,0,0,3.257833434,25.39638575,8.648210467,14.23008147,1.578559893,0.632169182,1.304432555,1.066492841,1.391062713,1.531852507,0.207887116,5.557980494,0.19770117,2.852010574,0.489809544,0,,1,0,0,0,0.047669238,0.371604741,0.126542258,0.208217255,0.023097788,0.00925002,0.019086705,0.015605126,0.020354294,0.022414357,0.003041844,0.081325426,0.002892801,0.041731161,0.007166986,,,12,0,0,0,0,,,,,,
"Midland, TX",TX,31.9973456,-102.0779146,0,29825,0,0.0625,1731,885,192.8531073,0.211,65740,0.246,0.144,61.11,,,,63.79,105.92,,53.45,,5320,0,0,0,0,8.55,,,,96.3,1.45,9000,4251,11869,1.003531776,165430,101.2,14252,13019,12253,11040,11970,28254,20544,18750,9773,8516,9253,5262,2544,31.8,100864,0.0043,0.180287735,,,,,,,,,,,,,,,,,,,,,131.6059844,0,35.00878317,2.533440126,7.360515021,8.141751798,27.56561083,21.15554615,5.771329263,2.324886659,0,2.712192468,6.443619658,3.499075138,0.324892704,3.846182675,0.49405791,2.237671523,1.375288642,0.811140664,,1,0,0.266012092,0.019250189,0.055928422,0.061864602,0.209455603,0.16074912,0.043853091,0.017665509,0,0.020608428,0.048961449,0.026587508,0.002468677,0.029224983,0.003754069,0.01700281,0.010450046,0.006163403,,33,0,0,0,0,1,31.26,,,,
"Milwaukee Waukesha West Allis, WI",WI,43.0389025,-87.9064736,65,91962,0,0.05,1616,3160,498.8088608,0.197,58575,0.264,0.16,,,,,,,,,,,1,29613,2.4,25991.25,11.05,,0.079,0.079,96.3,2.06,14000,4510,13660,1.02351513,1575101,95,99352,103412,103817,105369,103239,219580,194751,212870,112017,95417,124898,65466,34913,37.6,825377,-0.0029,0.058384827,31.35,30850,0.067,1930,0.037,3316,0.215,-1386,1387500,18.5,0.148,1099,99,80670,0.163,-0.01,0.85,0.09,0.157,1099,125.4378341,0.005541867,0,0,4.366954881,25.46795412,25.83511978,13.54441779,2.459688617,2.960803783,26.6166976,2.10497803,4.682311166,2.601111929,1.722544776,8.012927425,0.592385504,1.906132369,1.044646026,1.513618492,,1,4.42E-05,0,0,0.034813698,0.203032477,0.205959549,0.107977134,0.019608826,0.023603754,0.212190347,0.016781046,0.037327742,0.020736263,0.013732259,0.06387967,0.004722543,0.015195833,0.008327998,0.012066682,,689,0,1,1,1,1,107.41,113.31,126.73,153.4,130.35
"Minneapolis St. Paul Bloomington, MN WI",WI,44.983334,-93.26667,218,226152,0,0.05,1616,5867,613.7068348,0.193,69951,0.326,0.11,80.03,48.51,126.65,75.88,23.81,151.81,181.65,46.71,2.93,7050.23,1,34871,3.6,17463.5,11.05,,0.079,0.079,104.9,2.06,14000,4510,13660,1.039956565,3526149,98.1,231714,238424,236182,225873,220752,518268,463548,494865,244704,203302,262209,126271,60037,36.8,2007145,0.0006,0.06413569,51.25,91210,0.115,9420,0.047,15178,0.115,-5758,2040750,27.21,0.179,1299,101,93654,0.166,0.092,0.99,0.12,0.17,1299,145.5296169,0.026717816,0.137812668,2.235120524,6.910067328,20.73324496,36.07149131,14.48312961,3.693397812,4.703069836,29.38929353,2.758726305,6.710268057,2.904112106,0.919818193,7.661139107,0.826237632,1.992403327,1.054000838,2.318065119,0.001500787,1,0.00018359,0.000946973,0.015358527,0.047482207,0.142467529,0.247863576,0.099520152,0.025379011,0.032316926,0.201947165,0.01895646,0.046109295,0.019955471,0.006320488,0.052643161,0.005677453,0.013690707,0.007242518,0.015928477,1.03E-05,3419,0.0072,1,1,1,1,299.99,105.92,110.34,111.41,108.6
"Missoula, MT",MT,46.8625,-114.011667,7,4807,0,0,1509,2595,45.2566474,0.213,47280,0.332,0.15,50.69,41.18,,,17.66,125.2,,25.44,4.98,3883.6,0,0,0,0,9.02,7.42,0.0675,0.0675,101.8,2.1,32000,4772,12265,1.04238274,114231,101.7,5798,6235,6437,7564,12667,17617,14045,13243,7866,6685,9997,4169,1908,35.4,62962,0.0109,0.042081396,,,,,,,,,,,,,,,,,,,,,77.22908843,0.482215861,3.382715725,0,5.380851082,2.518738346,11.78372771,16.94256375,2.873992174,7.323554902,5.071154065,2.172737698,3.868013061,1.642032373,0.235295148,9.44434523,0.737663156,2.169095955,1.078945295,0.121446893,,1,0.006243967,0.043801057,0,0.069673891,0.032613856,0.152581468,0.2193806,0.037213856,0.09482897,0.065663782,0.02813367,0.050084924,0.021261838,0.003046717,0.12229,0.009551623,0.028086515,0.013970711,0.001572554,,19,0,0,0,0,1,13.32,,,,
"Mobile, AL",AL,30.6953657,-88.0398912,9,16803,0,0.04,540,1581,261.8311195,0.207,45182,0.188,0.205,,,,,,,,,,,0,0,0,0,9.89,12.2,0.065,0.065,101.8,1.85,8000,3825,11412,1.020170601,414328,91.5,27144,26848,27821,27517,29120,56492,49629,53726,27928,26225,36891,17684,7303,37.3,190214,0.0117,0.040554826,,,,,,,,,,,,,,,,,,,,,78.98552837,0.190489178,0.195658995,0,5.546542836,25.77179433,9.719883764,12.31895986,2.848400301,2.081392037,3.279510436,1.533852407,3.078495781,2.841106563,1.302634628,5.043960341,0.230271669,1.723634415,0.908157305,0.370783534,,1,0.002411697,0.00247715,0,0.070222267,0.326285015,0.123059046,0.155964771,0.036062306,0.026351562,0.041520396,0.019419411,0.038975441,0.035969963,0.016492067,0.063859297,0.002915365,0.021822155,0.011497768,0.004694322,,16,0,0,0,0,1,31.14,92.43,88.23,78.79,112.3
"Modesto, CA",CA,37.6390972,-120.9968782,1,17954,0,0.0725,1451,1442,379.9576976,0.222,55308,0.134,0.197,66.2,62.6,109.42,72.63,56.4,122.12,145.69,30.89,14.67,6650,0,0,0,0,16.14,8.77,0.0884,0.0884,101.8,3.24,7000,4490,12629,1.045929669,535684,97.8,39246,40982,41369,39531,38470,76084,67425,67318,32561,26854,38224,19606,8014,33.9,244027,-0.0042,0.033516028,,,,,,,,,,,,,,,,,,,,,70.42761404,0.164890122,0.004920812,0,1.766108377,23.18142786,13.23388229,15.9981911,1.661576601,0.777575959,1.380274565,1.058011813,1.151029338,1.034800367,0.238399878,6.537953346,0.137536309,1.191646568,0.767730602,0.141658142,,1,0.002341271,6.99E-05,0,0.02507693,0.329152537,0.187907577,0.227157931,0.023592686,0.011040782,0.019598485,0.015022684,0.016343438,0.014693106,0.003385034,0.092832243,0.001952875,0.016920161,0.010900988,0.002011401,,36,0,0,0,0,2,8.82,109.91,140.69,62.32,102.89
"Monroe, LA",LA,32.5093109,-92.1193012,6,6936,0,0.05,869,1475,120.979661,0.215,43082,0.21,0.207,,,,,,,,,,,0,0,0,0,7.75,,0.04,0.08,92.9,2.11,7700,4086,11513,1.045250846,178970,93,12506,12708,12048,12654,13130,24568,21652,21950,11261,10930,14560,7828,3175,35.8,80337,0.0136,0.038755099,,,,,,,,,,,,,,,,,,,,,74.88035425,0.285299212,0.104207409,1.50185506,5.48537185,13.88641113,10.89878751,15.56578756,1.26726267,5.611761748,4.243705649,1.906313907,2.145577471,1.384880148,0.217494552,7.716578197,0.246689389,1.661865117,0.750505671,0,,1,0.003810068,0.001391652,0.02005673,0.073255154,0.185447989,0.145549358,0.207875453,0.016923834,0.074943045,0.056673151,0.025458132,0.02865341,0.018494573,0.002904561,0.103052106,0.003294447,0.022193607,0.010022731,,,12,0,0,0,1,1,24.49,,,,
"Monroe, MI",MI,41.9164343,-83.3977101,0,4479,0,0.06,1382,619,241.7592892,0.199,56703,0.144,0.121,,,,,,,,,,,0,0,0,0,11.39,6.97,0.06,0.06,92.9,1.57,9500,4167,13674,1.028393395,149619,97.6,7979,8775,10032,9809,9019,16631,18022,22280,11866,10861,14220,7114,3011,42.2,76795,0.0101,0.029936038,,,,,,,,,,,,,,,,,,,,,64.43699664,0,0,0,2.352949826,29.05071548,13.33146191,8.887454133,1.937761915,0.360950147,0.756935951,0.472018928,0.820724641,1.241580281,0.097821801,2.411906242,0.156992093,1.986853274,0.57087001,0,,1,0,0,0,0.03651551,0.450839068,0.206891423,0.137924711,0.030072195,0.005601598,0.011746915,0.007325278,0.012736854,0.019268128,0.0015181,0.037430457,0.002436366,0.030834045,0.008859352,,,56,0,0,0,0,,,,,,
